"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","listing-card--owner-info__firm-name","he-lazy-image src 2","he-lazy-image src 3"
"https://www.hepsiemlak.com/manisa-akhisar-hurriyet-kiralik/daire/94137-1236","22","12.000","01-04-2025","Kiralık Daire","2 +
                          1","80 m²","35
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/6/2/2/3/4/4/1741853947655-44322660.jpg","EİDS onaylı","Akhisar Hürriyet Mahallesi'nde 2+1 Kiralık Daire","Manisa / Akhisar / Hürriyet Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-yunusemre-hafsa-sultan-kiralik/daire/122193-582","22","12.000","02-04-2025","Kiralık Daire","2 +
                          1","105 m²","45
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/7/8/9/0/4/4/1737911416318-44098778.jpg","EİDS onaylı","Özgün Gm'den Hafsa Sultan Da 2+1 Kiralık Bahçeli Daire","Manisa / Yunusemre / Hafsa Sultan Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-akhisar-ataturk-kiralik/daire/72047-1405","22","22.000","03-04-2025","Kiralık Daire","3 +
                          1","140 m²","5
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/3/4/3/6/3/4/1743702192-430386-43634337.jpeg","EİDS onaylı","Akhisar Atatürk Mh.Prestij Cadde 140 M2 Kiralık 3+1 Arakat Daire","Manisa / Akhisar / Atatürk Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-akhisar-ataturk-kiralik/daire/128345-203","14","15.000","02-04-2025","Kiralık Daire","3 +
                          1","150 m²","18
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/2/9/8/2/4/4/32ca501b-2a2a-42d2-b003-a490d01bf938.jpg","EİDS onaylı","3+1 Pazar Pazarı 167 Sokak Üzeri 140 Metrekare Doğalgazlı","Manisa / Akhisar / Atatürk Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-akhisar-hurriyet-kiralik/daire/115104-364","28","15.000","03-04-2025","Kiralık Daire","3 +
                          1","125 m²","12
                        Yaşında","Zemin","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Akhisar Gürbüz Emlk Tan Hürriyet Mahallesinde Zemin Kat Bahçeli Doğalgazlı Kiralık Daire","Manisa / Akhisar / Hürriyet Mah.","","","",""
"https://www.hepsiemlak.com/manisa-yunusemre-akgedik-kiralik/daire/156185-6","20","18.000","18-03-2025","Kiralık Daire","3 +
                          1","125 m²","5
                        Yaşında","1. Kat","","","","Manisa Akgedik Toki 1.Etap'ta 3+1 Kiralık Daire","Manisa / Yunusemre / Akgedik Mah.","","","",""
"https://www.hepsiemlak.com/manisa-turgutlu-yildirim-kiralik/daire/126164-277","12","15.000","17-03-2025","Kiralık Daire","3 +
                          1","105 m²","12
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","","EİDS onaylı","Arakat Doğalgazlı Kiralık Daire","Manisa / Turgutlu / Yıldırım Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-sehzadeler-yarhasanlar-kiralik/daire/0-44304521","5","17.000","26-03-2025","Kiralık Daire","1 +
                          1","50 m²","Sıfır Bina","1. Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/5/4/0/3/4/4/1741544761-358773-44304521.jpeg","","Manisa Merkezde 1+1 Sıfır ,Birinci Kat Kiralık Daire","Manisa / Şehzadeler / Yarhasanlar Mah.","","","",""
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/120889-197","10","22.000","28-03-2025","Kiralık Daire","1 +
                          1","55 m²","3
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/4/4/6/3/4/4/ad3e026c-b249-4d54-a526-071f603d034a.jpg","EİDS onaylı","Bluestate'ten Ekmas Manisa'da Eşyalı 1+1 Kiralık Daire","Manisa / Yunusemre / Muradiye Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-sehzadeler-karaoglanli-kiralik/daire/152901-8","7","20.000","26-03-2025","Kiralık Daire","2 +
                          1","105 m²","21
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/1/1/3/0/4/4/6aad9a88-e3cb-49fe-a967-a18813a5e345.jpg","EİDS onaylı","Startkeyplatinden Manisa'nın Kalbi Çarşı Merkez'de Kiralık Daire","Manisa / Şehzadeler / Karaoğlanlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-platin-152901","Startkey Platin","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/9/2/5/1/a083ef58-14bb-4cf2-9ed0-fb9d8cf48868.jpg"
"https://www.hepsiemlak.com/manisa-salihli-saglik-kiralik/daire/37897-2453","29","13.000","25-03-2025","Kiralık Daire","3 +
                          1","140 m²","20
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/2/1/4/1/4/4/dc4a876b-64fa-4034-891d-0391c441a7a7.jpg","EİDS onaylı","Salihli Cin Emlak'tan Sağlık Mah Kiralık 3+1 Doğalgazlı Daire","Manisa / Salihli / Sağlık Mah.","https://www.hepsiemlak.com/emlak-ofisi/cin-emlak-37897","Cin Emlak","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/9/8/7/3/0/da26f8bb-6d9b-4f19-b382-ace01755d7c4.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/156185-3","22","15.000","18-03-2025","Kiralık Daire","1 +
                          1","55 m²","7
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/6/7/8/4/3/4/4/1742287024-313937-44348767.jpeg","EİDS onaylı","Manisa Yunusemre Muradiye Mh. Cadde Üzerinde Eşyalı Kiralık 1+1 Daire","Manisa / Yunusemre / Muradiye Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-turgutlu-selvilitepe-kiralik/daire/77770-750","22","14.500","02-04-2025","Kiralık Daire","3 +
                          1","210 m²","15
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/0/6/0/3/4/4/40aa838d-7393-41a8-acdb-6b62c3f01a29.jpg","EİDS onaylı","Turgutlu Kiralık Selvili Tepe Mah 210m2 3+1 Oda Doğalgazlı Bahçeli ,Balkonlu Zemin Kat Daire","Manisa / Turgutlu / Selvilitepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/serhat-emlak-gayrimenkul-77770","Serhat Emlak Gayrımenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/7/7/7/0/50b4eb33-15e7-4bc3-b706-59f1cf0b875f.jpg"
"https://www.hepsiemlak.com/manisa-sehzadeler-mimar-sinan-kiralik/daire/113910-806","43","20.000","14-03-2025","Kiralık Daire","2 +
                          1","110 m²","35
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/6/7/2/3/4/4/9d802b55-fe75-4568-bd82-09d5466cc45e.jpg","EİDS onaylı","Merkezde Eşyalı 20.000 Tl, Eşyasız 17.000 Tl Kiralık Daire","Manisa / Şehzadeler / Mimar Sinan Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-kiralik/daire/154320-91","42","40.000","05-03-2025","Kiralık Daire","4 +
                          1","250 m²","10
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/2/1/8/2/4/4/1741144999-924573-44281201.jpeg","EİDS onaylı","Manisa Turgutlu Ketenci Sitesi'nde Asfalt Cephe Dubleks","Manisa / Turgutlu / Ergenekon Mah.","https://www.hepsiemlak.com/emlak-ofisi/plus-gayrimenkul-154320","Plus+ Gayrimenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/2/3/4/5/1/7d999e5a-cee1-42b5-9388-6df555fb1af7.jpg"
"https://www.hepsiemlak.com/manisa-akhisar-hurriyet-kiralik/daire/0-44273104","15","11.500","15-03-2025","Kiralık Daire","3 +
                          1","120 m²","35
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/1/3/7/2/4/4/1741005011397-44273104.jpg","EİDS onaylı","Sahibinden Hürriyette","Manisa / Akhisar / Hürriyet Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-sehzadeler-adnan-menderes-kiralik/daire/60958-34","28","25.500","24-03-2025","Kiralık Daire","2 +
                          1","95 m²","6
                        Yaşında","5. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/2/9/4/2/4/4/1740564873671-44249200.jpg","EİDS onaylı","Berçem'den Manisa Şehzadeler Şehir Hastahanesi Yanı Toki 3 Konutlarında Full Eşyalı 2+1 Kiralık Dair","Manisa / Şehzadeler / Adnan Menderes Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-yunusemre-uncubozkoy-kiralik/daire/58372-5638","45","33.000","18-02-2025","Kiralık Daire","2 +
                          1","71 m²","1
                        Yaşında","13. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/3/8/9/0/2/4/4/fa16e22b-b7dd-4d68-a977-644463fda294.jpg","EİDS onaylı","Manisa Meydan 2+1 Açık Mutfak Kiralık Daire","Manisa / Yunusemre / Uncubozköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372","Coldwell Banker Plus","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg"
"https://www.hepsiemlak.com/manisa-salihli-kurtulus-kiralik/daire/37897-2413","28","15.000","25-03-2025","Kiralık Daire","2 +
                          1","115 m²","20
                        Yaşında","2. Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/3/9/2/4/3/4/ad73b615-4dd5-45ca-b48c-13e1ac4fd73b.jpg","","Salihli Cin Emlak'tan Kurtuluş Mah Kiralık Eşyalı Doğalgazlı 2+1 115 M2 Daire","Manisa / Salihli / Kurtuluş Mah.","https://www.hepsiemlak.com/emlak-ofisi/cin-emlak-37897","Cin Emlak","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/9/8/7/3/0/da26f8bb-6d9b-4f19-b382-ace01755d7c4.jpg"
"https://www.hepsiemlak.com/manisa-akhisar-haci-ishak-kiralik/daire/0-44197917","13","20.000","16-02-2025","Kiralık Daire","3 +
                          1","135 m²","20
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/9/7/9/1/4/4/1739643599038-44197917.jpg","EİDS onaylı","Kiralık Eşyalı Daire","Manisa / Akhisar / Hacı İshak Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-akhisar-hurriyet-kiralik/daire/154167-83","26","27.000","19-03-2025","Kiralık Daire","3 +
                          1","155 m²","3
                        Yaşında","8. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/7/6/7/2/4/4/07c8c410-ec30-41ef-b403-b8bf54f8f97d.jpg","EİDS onaylı","Remax İlyada 3den Olivia Garden Sitesinde Kiralık Daire","Manisa / Akhisar / Hürriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-ilyada-3-154167","Remax İlyada 3","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/6/1/4/5/1/d0e406aa-6799-4fd1-be5a-843336674d01.jpg"
"https://www.hepsiemlak.com/manisa-turgutlu-cumhuriyet-kiralik/daire/154320-56","35","30.000","20-02-2025","Kiralık Daire","3 +
                          1","200 m²","1
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/1/3/6/1/4/4/82ede7b3-c5b9-4f8d-a9c0-894f4771fe77.jpg","EİDS onaylı","Rent A Plus+ Farkıyla Cumhuriyet'te - Sıfır Teraslı - 3+1","Manisa / Turgutlu / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/plus-gayrimenkul-154320","Plus+ Gayrimenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/2/3/4/5/1/7d999e5a-cee1-42b5-9388-6df555fb1af7.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-uncubozkoy-kiralik/daire/58372-5625","43","22.000","07-02-2025","Kiralık Daire","1 +
                          1","45 m²","1
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/6/6/5/1/4/4/5bab073a-c674-4a11-972d-b5ac91602d32.jpg","EİDS onaylı","Manisa Meydan Sitesi 1+1 Kiralık Daire","Manisa / Yunusemre / Uncubozköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-plus-58372","Coldwell Banker Plus","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/7/3/8/5/0/1d7faae5-65d0-4f0c-a7c4-fc02c16b0ffb.jpg"
"https://www.hepsiemlak.com/manisa-akhisar-efendi-kiralik/daire/143983-75","38","12.000","19-02-2025","Kiralık Daire","3 +
                          1","145 m²","14
                        Yaşında","4. Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/2/8/6/6/3/4/b63ebc46-7b15-4968-938d-dfd7b43b0aa1.jpg","","Akhisar Efendi Mahallesinde Ring Yolunda 3+1 Doğalgazlı Kombili 135 Metrekare Dairemiz Kiralıktır","Manisa / Akhisar / Efendi Mah.","","","",""
"https://www.hepsiemlak.com/manisa-akhisar-inonu-kiralik/daire/94137-1208","36","18.000","29-03-2025","Kiralık Daire","2 +
                          1","115 m²","5
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/5/5/0/2/1/4/4/1738307068677-44120552.jpg","EİDS onaylı","Akhisar İnönü Mahallesi'nde 2+1 Kiralık Daire","Manisa / Akhisar / İnönü Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-turgutlu-cumhuriyet-kiralik/daire/77770-684","18","20.000","02-04-2025","Kiralık Daire","3 +
                          1","147 m²","27
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/1/4/7/0/4/4/e6aac954-1645-43c0-8be9-f5e05181381c.jpg","EİDS onaylı","Turgutlu Eşyalı Kiralık Cumhuriyet Mah 147m2 3+1 Oda 4. Kat Yedi Eylül Yolunda Doğalgazlı Balkonlu D","Manisa / Turgutlu / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/serhat-emlak-gayrimenkul-77770","Serhat Emlak Gayrımenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/7/7/7/0/50b4eb33-15e7-4bc3-b706-59f1cf0b875f.jpg"
"https://www.hepsiemlak.com/manisa-akhisar-ulu-camii-kiralik/daire/143974-326","16","12.000","04-04-2025","Kiralık Daire","2 +
                          1","115 m²","20
                        Yaşında","Ara Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/6/9/8/2/4/4/1741264316580-44289655.jpg","","Manisa Akhisar Ulucami Mah. Kiralık 2+1 Daire 12.000tl","Manisa / Akhisar / Ulu Camii Mah.","","","",""
"https://www.hepsiemlak.com/manisa-salihli-mithatpasa-kiralik/daire/104662-615","12","9.500","03-04-2025","Kiralık Daire","1 +
                          1","55 m²","27
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/6/6/0/8/3/4/1733330229-106899-43806681.jpeg","EİDS onaylı","Salihli Merkezde Eşyalı Kiralık 1+1","Manisa / Salihli / Mithatpaşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/zehra-zurnaci-gayrimenkul-ve-danismanlik-104662","Zehra Zurnacı Gayrimenkul Ve Danışmanlık","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/6/6/4/0/1/704f52e2-7d0d-4993-b58a-aa2a9fd5eeae.jpg"
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/152901-56","15","19.500","27-03-2025","Kiralık Daire","3 +
                          1","120 m²","4
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Startkey Platin'den Yunusemre Muradiye Mah'sinde Kiralık 3+1","Manisa / Yunusemre / Muradiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-platin-152901","Startkey Platin","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/9/2/5/1/a083ef58-14bb-4cf2-9ed0-fb9d8cf48868.jpg",""
"https://www.hepsiemlak.com/manisa-salihli-cumhuriyet-kiralik/daire/37897-2434","23","7.500","25-03-2025","Kiralık Daire","2 +
                          1","100 m²","25
                        Yaşında","4. Kat","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/9/8/7/3/0/da26f8bb-6d9b-4f19-b382-ace01755d7c4.jpg","","Salihli Cin Emlak'tan Cumhuriyet Mah Manderes Cad Kiralık 2+1 100 M2 Sobalı Daire","Manisa / Salihli / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/cin-emlak-37897","Cin Emlak","",""
"https://www.hepsiemlak.com/manisa-akhisar-ataturk-kiralik/daire/94137-1206","53","28.000","23-03-2025","Kiralık Daire","3 +
                          2","230 m²","2
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","","EİDS onaylı","Akhisar Atatürk Mahallesi'nde Kiralık 3+2 Dubleks Daire","Manisa / Akhisar / Atatürk Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-akhisar-haci-ishak-kiralik/daire/143974-292","16","14.000","22-03-2025","Kiralık Daire","3 +
                          1","155 m²","15
                        Yaşında","Ara Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/7/3/6/7/0/4/4/1737496815173-44076377.jpg","","Manisa Akhisar Hacı İshak Mah. Daire 3+1kiralık Adliyenin Orda 15.000tl","Manisa / Akhisar / Hacı İshak Mah.","","","",""
"https://www.hepsiemlak.com/manisa-salihli-kurtulus-kiralik/daire/113729-613","25","18.000","28-02-2025","Kiralık Daire","3 +
                          1","147 m²","12
                        Yaşında","4. Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/9/7/9/0/4/4/2213025d-b8fc-4934-8954-a714a65ccc7d.jpg","","Manisa Salihli Kurtuluş Mah Şüheda Cami Yakın Kiralık 3+1 Doğalgaz Isıtmalı Daire","Manisa / Salihli / Kurtuluş Mah.","","","",""
"https://www.hepsiemlak.com/manisa-yunusemre-muradiye-kiralik/daire/70124-3994","24","21.000","10-02-2025","Kiralık Daire","3 +
                          1","115 m²","5
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/5/7/6/1/4/4/1739179401-922879-44167588.jpeg","EİDS onaylı","Muradiye Mah Kiralık 3+1 A.Mutfaklı Arakat","Manisa / Yunusemre / Muradiye Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-salihli-cumhuriyet-kiralik/daire/0-44417372","7","17.000","03-04-2025","Kiralık Daire","3 +
                          1","130 m²","30
                        Yaşında","Kot 3","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/3/7/1/4/4/4/1743691833917-44417372.jpg","EİDS onaylı","Caddede Geniş Ferah","Manisa / Salihli / Cumhuriyet Mah.","","","https://hecdn01.hemlak.com/img/eids-logo-mini.png",""
"https://www.hepsiemlak.com/manisa-turgutlu-cumhuriyet-kiralik/daire/77770-701","15","15.000","02-04-2025","Kiralık Daire","2 +
                          1","95 m²","25
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/0/8/0/1/4/4/ad50b474-f705-4533-9d30-9c5a91821c59.jpg","EİDS onaylı","Turgutlu Kiralık Daire 90m2 2+1 Zemin Üstü Doğalgazlı Klimalı Çift Balkonlu Temiz Bakımlı Aydınlık","Manisa / Turgutlu / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/serhat-emlak-gayrimenkul-77770","Serhat Emlak Gayrımenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/7/7/7/0/50b4eb33-15e7-4bc3-b706-59f1cf0b875f.jpg"
"https://www.hepsiemlak.com/manisa-turgutlu-urganli-kiralik/mustakil-ev/21001-18469","12","11.000","24-03-2025","Kiralık Müstakil Ev","3 +
                          1","200 m²","24
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/9/1/8/3/4/4/6eb1ed2e-4539-45cf-96c5-0973045d220f.jpg","EİDS onaylı","Turgutlu Urganlı Kiralık 3+1 200 M2 Müstakilev Çiğli Serkan Dan","Manisa / Turgutlu / Urganlı Mah.","https://www.hepsiemlak.com/emlak-ofisi/cigli-serkan-emlak-21001","Çiğli Serkan Emlak","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/0/0/1/2/0/bd972ebd-6f85-44d4-ae95-785876a54b5a.jpg"
"https://www.hepsiemlak.com/manisa-salihli-kurtulus-kiralik/daire/37897-2469","22","16.000","25-03-2025","Kiralık Daire","2 +
                          1","105 m²","5
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/8/9/1/3/4/4/24d08598-bb62-4b00-8d30-6325ea9b96f6.jpg","EİDS onaylı","Salihli Cin Emlak'tan Kurtuluş Mah Kiralık Doğalgazlı Özel Otoparklı 2+1 100 M2 Daire","Manisa / Salihli / Kurtuluş Mah.","https://www.hepsiemlak.com/emlak-ofisi/cin-emlak-37897","Cin Emlak","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/9/8/7/3/0/da26f8bb-6d9b-4f19-b382-ace01755d7c4.jpg"
"https://www.hepsiemlak.com/manisa-turgutlu-ergenekon-kiralik/daire/123058-965","15","19.000","23-03-2025","Kiralık Daire","1 +
                          1","65 m²","2
                        Yaşında","7. Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/2/9/0/0/2/4/1c4c82e7-d8eb-40bb-a8c2-4f90c20b8cb7.jpg","","Turgutlu Life City 1+1 Eşyalı Daire Kiralık","Manisa / Turgutlu / Ergenekon Mah.","","","",""
"https://www.hepsiemlak.com/manisa-turgutlu-selvilitepe-kiralik/daire/77770-761","12","25.000","02-04-2025","Kiralık Daire","3 +
                          1","140 m²","Sıfır Bina","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/1/1/5/3/4/4/3d0cbcba-21e3-4e8b-876f-d7ab8378a411.jpg","EİDS onaylı","Turgutlu Kiralık Selvilitepe Mah Ege Koop Prestij Sitesi Sıfır Daire Havuz Cepheli 3. Ara Kat 135m2","Manisa / Turgutlu / Selvilitepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/serhat-emlak-gayrimenkul-77770","Serhat Emlak Gayrımenkul","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/7/7/7/7/0/50b4eb33-15e7-4bc3-b706-59f1cf0b875f.jpg"
"https://www.hepsiemlak.com/manisa-salihli-kirveli-kiralik/daire/37897-2411","20","15.000","25-03-2025","Kiralık Daire","3 +
                          1","140 m²","8
                        Yaşında","2. Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/0/8/2/4/3/4/021bc36d-9489-489c-8624-06455cd1f030.jpg","","Salihli Cin Emlak'tan Kırveli Mah Kiralık 3+1 140 M2 Doğalgazlı Daire","Manisa / Salihli / Kırveli Mah.","https://www.hepsiemlak.com/emlak-ofisi/cin-emlak-37897","Cin Emlak","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/9/8/7/3/0/da26f8bb-6d9b-4f19-b382-ace01755d7c4.jpg"
