"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-header","list-view-location","img-wrp href","he-lazy-image src 2","img-wrp href 2","he-lazy-image src 3","wp-btn","listing-card--owner-info__firm-name","listing-card--owner-info__name"
"https://www.hepsiemlak.com/aydin-kusadasi-degirmendere-kiralik/daire/142387-212","32","30.000","25-03-2025","Kiralık Daire","3 +
                          1","140 m²","1
                        Yaşında","2. Kat","","","","Doğalgazlı Havuzlu Sitede 3+1 Kiralık Daire","Aydın / Kuşadası / Değirmendere Mah.","https://www.hepsiemlak.com/emlak-ofisi/koc-emlak-142387/gorkem-koc-4024980","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/7/5/8/3/4/4/1742915145-436255-44385764.jpeg","https://www.hepsiemlak.com/emlak-ofisi/koc-emlak-142387","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/8/9/4/2/0/4/9f1e5de0-36e7-46de-bf68-1a3b7ce1d66c.jpg","Whatsapp","Koç Emlak","Görkem
        Koç"
"https://www.hepsiemlak.com/aydin-efeler-fatih-kiralik/daire/147624-97","34","15.250","21-03-2025","Kiralık Daire","3 +
                          1","135 m²","30
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Atatürk Devlet Hastanesi Altı-Müstakil-Bahçeli-Doğalgazlı- 3+1 Daire","Aydın / Efeler / Fatih Mah.","https://www.hepsiemlak.com/emlak-ofisi/eray-gider-gayrimenkul-147624/eray-gider-4185873","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/4/8/1/3/4/4/0bfbb866-e477-4836-a78e-4fe1d183a247.jpg","https://www.hepsiemlak.com/emlak-ofisi/eray-gider-gayrimenkul-147624","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/7/8/5/8/1/4/5c886b64-98f8-4c1b-be9e-8b1bad7f9ac6.jpg","Whatsapp","Eray Gider Gayrimenkul","Eray
        Gider"
"https://www.hepsiemlak.com/aydin-nazilli-zafer-kiralik/daire/101059-393","33","27.500","11-03-2025","Kiralık Daire","3 +
                          1","160 m²","6
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Zafer Mah.'de Havuzlu Site İçinde 3+1 Kiralık Lüks Daire","Aydın / Nazilli / Zafer Mah.","https://www.hepsiemlak.com/emlak-ofisi/emlak-vadisi-101059/harun-mehdi-durmaz-2135189","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/3/5/9/2/4/4/e9d08599-7010-46d1-b0f1-a83643fcb711.jpg","https://www.hepsiemlak.com/emlak-ofisi/emlak-vadisi-101059","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/8/1/5/3/1/2/23cc280f-4e84-4f4c-8340-11291a3bc569.jpg","Whatsapp","Emlak Vadisi","Harun Mehdi
        Durmaz"
"https://www.hepsiemlak.com/aydin-nazilli-kurtulus-kiralik/daire/154929-10","28","12.000","02-04-2025","Kiralık Daire","3 +
                          1","95 m²","25
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Dönertaş Emlak Dogalgazlı 3+1merkezde Daire","Aydın / Nazilli / Kurtuluş Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/2/8/8/6/1/4/4/1739189314129-44168829.jpg","","","Whatsapp","",""
"https://www.hepsiemlak.com/aydin-efeler-guzelhisar-kiralik/daire/135805-206","28","25.000","28-03-2025","Kiralık Daire","3 +
                          1","165 m²","31
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın Kiralık 3+1 Daire Adnan Menderes Bulvar Cepheli","Aydın / Efeler / Güzelhisar Mah.","https://www.hepsiemlak.com/emlak-ofisi/derya-emlak-135805/ramazan-gobek-3654903","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/2/2/7/0/4/4/1741159826022-44072292.jpg","https://www.hepsiemlak.com/emlak-ofisi/derya-emlak-135805","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/0/9/4/5/6/3/0fcb691c-c020-498d-8b2b-9348b8944855.jpg","Whatsapp","Derya Emlak","Ramazan
        Göbek"
"https://www.hepsiemlak.com/aydin-kusadasi-karaova-kiralik/yazlik/1281-1568","48","9.850","09-03-2025","Kiralık Yazlık","Stüdyo","22 m²","5
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Senelik Peşin Kuşadasında ''yaz & Kış Kiralık 1 Kişilik  (1+0) Stüdyodaire Havuzlu Sitede Güvenlikli","Aydın / Kuşadası / Karaova Mah.","https://www.hepsiemlak.com/emlak-ofisi/atahan-gayrimenkul-emlak-1281","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/7/4/1/7/1/4/546adcc6-71f1-49f4-9816-ec39ba70b3f2.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/8/2/1/0/0/d45ef1dc-842d-4e54-ac9a-de4c877b8670.jpg","Whatsapp","Atahan Gayrimenkul - Emlak",""
"https://www.hepsiemlak.com/aydin-efeler-orta-kiralik/daire/35197-8337","19","18.000","28-03-2025","Kiralık Daire","2 +
                          1","70 m²","10
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Mykanguru'dan Kiralık Orta Mahalle'de 2+1 Eşyalı,D.Gazlı Daire","Aydın / Efeler / Orta Mah.","https://www.hepsiemlak.com/emlak-ofisi/mykanguru-emlak-35197/erkin-yoruk-720585","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/1/8/9/3/4/4/397131b0-bad7-434e-98da-3109f37c1a2d.jpg","https://www.hepsiemlak.com/emlak-ofisi/mykanguru-emlak-35197","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/8/5/0/2/7/5fe5e290-29bd-4788-a0bb-c7951615d4cf.jpg","Whatsapp","Mykanguru Emlak","Erkin
        Yörük"
"https://www.hepsiemlak.com/aydin-kusadasi-degirmendere-kiralik/daire/134592-531","14","35.000","26-03-2025","Kiralık Daire","2 +
                          1","120 m²","10
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kuşadası Değirmendere Full Eşyalı Kiralık Daire","Aydın / Kuşadası / Değirmendere Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-hayat-kusadasi-134592/zeki-ofluoglu-3592320","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/0/9/0/2/4/4/b6cc67c3-c2cd-49c4-ac88-5dd0d357a643.jpg","https://www.hepsiemlak.com/emlak-ofisi/remax-hayat-kusadasi-134592","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Whatsapp","Re/max Hayat Kuşadası","Zeki
        Ofluoğlu"
"https://www.hepsiemlak.com/aydin-kusadasi-davutlar-kiralik/daire/90478-2267","24","17.000","21-03-2025","Kiralık Daire","1 +
                          1","58 m²","Sıfır Bina","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kuşadası Davutlar Havuzlu, Manzaralı,Bahçeli 1+1 Daire","Aydın / Kuşadası / Davutlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/startkey-alfa-90478","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/4/8/9/2/4/4/3faa5bd0-c4b0-4b11-86d4-6dc12030044a.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/7/4/0/9/0/260cd203-13d2-414a-befc-da6783ce5dd6.jpg","Whatsapp","Startkey Alfa",""
"https://www.hepsiemlak.com/aydin-didim-efeler-kiralik/daire/123228-106","16","20.000","24-03-2025","Kiralık Daire","2 +
                          10","95 m²","15
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık 2+1 Ayrı Mutfak Daire","Aydın / Didim / Efeler Mah.","https://www.hepsiemlak.com/emlak-ofisi/ersu-gayrimenkul-123228/yusuf-dogan-2876070","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/9/8/5/3/4/4/1742460651-667913-44358951.jpeg","https://www.hepsiemlak.com/emlak-ofisi/ersu-gayrimenkul-123228","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/7/0/6/7/8/2/e2ef030f-76ff-4f47-8ac2-ffe0d1c405eb.jpg","Whatsapp","Ersu Gayrimenkul","Yusuf
        Doğan"
"https://www.hepsiemlak.com/aydin-efeler-cuma-kiralik/daire/95910-2151","30","14.000","21-03-2025","Kiralık Daire","1 +
                          1","55 m²","5
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın Efeler Cuma Mahallesi 1+1 Doğalgazlı Eşyalı Kiralık Daire","Aydın / Efeler / Cuma Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/0/4/6/3/4/4/cab6b83e-ad1c-4cde-b3cb-eddfedef232b.jpg","","","Whatsapp","",""
"https://www.hepsiemlak.com/aydin-kusadasi-karaova-kiralik/villa/90930-2889","22","75.000","14-03-2025","Kiralık Villa","4 +
                          1","154 m²","Sıfır Bina","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Karaova Mevkiinde Özel Havuzlu Tek Katlı Sıfır Villa","Aydın / Kuşadası / Karaova Mah.","https://www.hepsiemlak.com/emlak-ofisi/tahsin-ugur-villamarine-emlak-ve-gayrimenkul-90930/tahsin-ugur-1855191","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/7/5/2/3/3/4/4/b96ffee3-7767-409c-9949-cd914d8e7862.jpg","https://www.hepsiemlak.com/emlak-ofisi/tahsin-ugur-villamarine-emlak-ve-gayrimenkul-90930","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/9/1/5/5/8/1/6153a11b-8bb2-457b-9217-c428644518cd.png","Whatsapp","Tahsin Uğur Villamarine Emlak Ve Gayrimenkul","Tahsin
        Uğur"
"https://www.hepsiemlak.com/aydin-efeler-orta-kiralik/daire/0-44423386","6","10.000","05-04-2025","Kiralık Daire","2 +
                          1","45 m²","2
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sahibinden 1+1 Kiralık  Ön Cepe Doğalgazlı Asansörlü","Aydın / Efeler / Orta Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/3/3/2/4/4/4/1743798011760-44423386.jpg","","","Whatsapp","",""
"https://www.hepsiemlak.com/aydin-didim-yeni-kiralik/daire/26722-3034","12","20.000","10-03-2025","Kiralık Daire","1 +
                          1","65 m²","12
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Merkezi Konumda Kiralık 1+1 Daire","Aydın / Didim / Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/realty-world-kiyi-gayrimenkul-26722","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/7/8/0/3/4/4/27c86335-34c7-4c7d-93e2-37724b03aa99.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/2/7/6/2/0/30559150-7d54-424b-ba3c-6f25632c078d.jpg","Whatsapp","Realty World Kıyı Gayrımenkul",""
"https://www.hepsiemlak.com/aydin-soke-yenikent-kiralik/daire/145776-8","9","14.000","01-04-2025","Kiralık Daire","1 +
                          1","50 m²","8
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kiralık Eşyalı 1+1","Aydın / Söke / Yenikent Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/3/6/5/3/4/4/1742393948241-44356314.jpg","","","Whatsapp","",""
"https://www.hepsiemlak.com/aydin-didim-camlik-kiralik/daire/47174-770","13","4.000","07-03-2025","Kiralık Daire","1 +
                          1","60 m²","1
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Sıfır  1+1 Daireler Haftalık Kiralık","Aydın / Didim / Çamlık Mah.","https://www.hepsiemlak.com/emlak-ofisi/mai-emlak-47174/hafize-acar-891776","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/0/3/9/2/4/4/1741334414-596027-44293004.jpeg","https://www.hepsiemlak.com/emlak-ofisi/mai-emlak-47174","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/7/7/1/9/8/c82728fd-3ff2-47f7-aadb-04502ab62d7b.jpg","Whatsapp","Mai Emlak","Hafize
        Acar"
"https://www.hepsiemlak.com/aydin-efeler-zafer-kiralik/daire/131814-320","12","13.000","28-03-2025","Kiralık Daire","1 +
                          1","55 m²","7
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","1+1 Eşyalı Zafer Mahallesi Üniversiteye Yakın","Aydın / Efeler / Zafer Mah.","https://www.hepsiemlak.com/emlak-ofisi/konak-gayrimenkul-131814","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/4/1/8/1/3/1/8153ee9e-f0d6-41af-8386-163bb74a3316.jpg","","","Whatsapp","Konak Gayrimenkul",""
"https://www.hepsiemlak.com/aydin-efeler-guzelhisar-kiralik/daire/40599-3781","54","23.000","27-03-2025","Kiralık Daire","3 +
                          1","160 m²","17
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Hb'den 3+1 Kiralık Daire, Güzelhisar Mh. Site İçerisinde Arakat","Aydın / Efeler / Güzelhisar Mah.","https://www.hepsiemlak.com/emlak-ofisi/hb-gayrimenkul-40599","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/9/5/0/4/0/8d577b10-7de9-458a-a645-468b4f92d230.jpg","","","Whatsapp","Hb Gayrimenkul",""
"https://www.hepsiemlak.com/aydin-kusadasi-ikicesmelik-kiralik/daire/142387-206","26","20.000","17-03-2025","Kiralık Daire","3 +
                          1","130 m²","8
                        Yaşında","3. Kat","","","","Merkeze Yakın Kapalı Mutfak 3+1 Kiralık Daire","Aydın / Kuşadası / İkiçeşmelik Mah.","https://www.hepsiemlak.com/emlak-ofisi/koc-emlak-142387/gorkem-koc-4024980","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/8/9/4/2/0/4/9f1e5de0-36e7-46de-bf68-1a3b7ce1d66c.jpg","https://www.hepsiemlak.com/emlak-ofisi/koc-emlak-142387","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/8/3/2/4/1/d22efb7a-7dd6-4b9a-8ae6-8e9d1c0e1c5b.jpg","Whatsapp","Koç Emlak","Görkem
        Koç"
"https://www.hepsiemlak.com/aydin-nazilli-yildiztepe-kiralik/daire/101059-378","36","25.000","17-03-2025","Kiralık Daire","3 +
                          1","150 m²","Sıfır Bina","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Yıldıztepe Mah. Havuzlu Site İçinde 3+1 Kiralık Lüks Sıfır Daire","Aydın / Nazilli / Yıldıztepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/emlak-vadisi-101059/harun-mehdi-durmaz-2135189","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/1/7/5/1/4/4/5a5cab97-ff3b-463a-bba9-98964483bd77.jpg","https://www.hepsiemlak.com/emlak-ofisi/emlak-vadisi-101059","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/8/1/5/3/1/2/23cc280f-4e84-4f4c-8340-11291a3bc569.jpg","Whatsapp","Emlak Vadisi","Harun Mehdi
        Durmaz"
"https://www.hepsiemlak.com/aydin-incirliova-sandikli-kiralik/daire/135805-196","24","13.000","28-03-2025","Kiralık Daire","1 +
                          1","55 m²","1
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın İncirliova Kiralık 1+1 Doğalgazlı Daire","Aydın / İncirliova / Sandıklı Mah.","https://www.hepsiemlak.com/emlak-ofisi/derya-emlak-135805/ramazan-gobek-3654903","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/5/5/7/9/3/4/1735663806579-43975584.jpg","https://www.hepsiemlak.com/emlak-ofisi/derya-emlak-135805","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/0/9/4/5/6/3/0fcb691c-c020-498d-8b2b-9348b8944855.jpg","Whatsapp","Derya Emlak","Ramazan
        Göbek"
"https://www.hepsiemlak.com/aydin-efeler-orta-kiralik/daire/131789-166","15","10.000","27-03-2025","Kiralık Daire","1 +
                          1","45 m²","10
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın, Efeler, Eşyalı Stüdyo Daire","Aydın / Efeler / Orta Mah.","https://www.hepsiemlak.com/emlak-ofisi/payza-emlak-danismanligi-131789/haluk-payza-3431889","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/4/2/2/3/3/4/1725521492672-43322483.jpg","https://www.hepsiemlak.com/emlak-ofisi/payza-emlak-danismanligi-131789","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/8/8/1/3/4/3/52484391-1ddb-481e-805d-313a48428b18.jpg","Whatsapp","Payza Emlak Danışmanlığı","Haluk
        Payza"
"https://www.hepsiemlak.com/aydin-nazilli-isabeyli-kiralik/daire/123971-849","27","17.000","11-03-2025","Kiralık Daire","3 +
                          1","145 m²","16
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Nazilli İsabeyli Mahallesinde 3+1 Eşyalı Kiralık Daire","Aydın / Nazilli / İsabeyli Mah.","https://www.hepsiemlak.com/emlak-ofisi/parador-gayrimenkul-123971/selin-girgin-2924876","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/2/3/9/0/4/4/ee02d788-bab2-441d-b965-939e3fc0fe68.jpg","https://www.hepsiemlak.com/emlak-ofisi/parador-gayrimenkul-123971","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/6/7/8/4/2/9/2/f83cebe0-8c29-4abf-8216-d6287fa7d1db.jpeg","Whatsapp","Parador Gayrimenkul","Selin
        Girgin"
"https://www.hepsiemlak.com/aydin-efeler-orta-kiralik/daire/70564-1337","19","16.000","04-04-2025","Kiralık Daire","3 +
                          1","170 m²","30
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın Efeler Soğukkuyu' Mahallesinde 3+1 Kiralık Daire","Aydın / Efeler / Orta Mah.","https://www.hepsiemlak.com/emlak-ofisi/goktas-gayrimenkul-70564/gulgun-goktas-1342327","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/3/3/3/2/4/4/1740229143-704554-44233338.jpeg","https://www.hepsiemlak.com/emlak-ofisi/goktas-gayrimenkul-70564","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/2/3/2/4/3/1/a5e2476c-7c74-4963-b7cc-bbe8012c8bfa.jpg","Whatsapp","Göktaş Gayrimenkul","Gülgün
        Göktaş"
"https://www.hepsiemlak.com/aydin-nazilli-isabeyli-kiralik/daire/46102-243","34","15.000","26-03-2025","Kiralık Daire","2 +
                          1","110 m²","8
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Nazilli Ege Emlak Ofisinden İsabeyli' De Site İçerisinde Doğalgaz Kombili Kiralık Daire","Aydın / Nazilli / İsabeyli Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/3/1/9/3/4/4/6eaaa7c5-3fd3-4c2c-b51b-5cd68efa846f.jpg","","","Whatsapp","",""
"https://www.hepsiemlak.com/aydin-efeler-zafer-kiralik/daire/124333-481","18","15.000","12-03-2025","Kiralık Daire","1 +
                          1","60 m²","9
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aygün Emlak Tan Kiralık","Aydın / Efeler / Zafer Mah.","https://www.hepsiemlak.com/emlak-ofisi/aygun-emlak-124333","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/2/0/5/0/4/4/1737059235655-44050275.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/3/3/3/4/2/1/ac53c124-5df1-41c0-be25-5d66af4fa98d.jpg","Whatsapp","Aygün Emlak",""
"https://www.hepsiemlak.com/aydin-efeler-kurtulus-kiralik/daire/19625-6056","10","16.000","18-03-2025","Kiralık Daire","2 +
                          0","65 m²","Sıfır Bina","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın Ege Emlak`tan Kurtuluş Mah. Adnan Menderes Bulvarına Yakın 2+0 60m2 Kiralık Daire","Aydın / Efeler / Kurtuluş Mah.","https://www.hepsiemlak.com/emlak-ofisi/ege-emlak-19625/sinan-karamanlioglu-19625","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/6/2/2/1/4/4/3f96a8ba-5af2-440a-8bd9-84babe1edadb.jpg","https://www.hepsiemlak.com/emlak-ofisi/ege-emlak-19625","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/2/6/9/1/0/0092a033-b7f0-4c20-aa64-fb5d0983929a.jpg","Whatsapp","Ege Emlak","Sinan
        Karamanlıoğlu"
"https://www.hepsiemlak.com/aydin-kusadasi-sogucak-kiralik/daire/76787-1835","25","25.000","21-03-2025","Kiralık Daire","1 +
                          1","60 m²","5
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Kuşadası Sahilde 6 Ay Kiralık Plaja 600 Metre Eşyalı 1+1 Kiralık Daire","Aydın / Kuşadası / Soğucak Mah.","https://www.hepsiemlak.com/emlak-ofisi/jupiter-gayrimenkul-76787","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/1/9/3/1/4/4/7953fe5b-2a4d-4584-9323-402ad3d7cd1f.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/8/7/6/7/0/505008e8-ccd8-409b-94ad-2009335f0a7f.jpg","Whatsapp","Jupiter Gayrimenkul",""
"https://www.hepsiemlak.com/aydin-nazilli-sumer-kiralik/daire/141650-187","10","10.000","14-03-2025","Kiralık Daire","1 +
                          1","50 m²","4
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Konut Emlaktan Kampüs Mevkı Esyalı Daire","Aydın / Nazilli / Sümer Mah.","https://www.hepsiemlak.com/emlak-ofisi/konut-emlak-141650","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/1/2/3/3/4/4/1741950982371-44332122.jpg","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/5/6/1/4/1/0a7c80a6-b2cc-4d72-9c82-f03c075bcc09.jpg","Whatsapp","Konut Emlak",""
"https://www.hepsiemlak.com/aydin-efeler-kurtulus-kiralik/daire/95910-2145","30","16.000","15-03-2025","Kiralık Daire","1 +
                          1","65 m²","3
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın Efeler Kurtuluş Mah Kiralık Eşyalı 1+1 Daire","Aydın / Efeler / Kurtuluş Mah.","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/3/6/3/3/4/4/eda20d1f-54f1-4948-939a-2dab3aaba0c4.jpg","","","Whatsapp","",""
"https://www.hepsiemlak.com/aydin-kusadasi-karaova-kiralik/villa/90930-2888","22","65.000","14-03-2025","Kiralık Villa","4 +
                          1","210 m²","1
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Karaova'da Özel Havuzlu 4+1 Sıfır Kiralık Villa..","Aydın / Kuşadası / Karaova Mah.","https://www.hepsiemlak.com/emlak-ofisi/tahsin-ugur-villamarine-emlak-ve-gayrimenkul-90930/tahsin-ugur-1855191","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/0/2/2/3/3/4/4/795a89c9-a98f-4b73-ac65-afabfea4e5bc.jpg","https://www.hepsiemlak.com/emlak-ofisi/tahsin-ugur-villamarine-emlak-ve-gayrimenkul-90930","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/9/1/5/5/8/1/6153a11b-8bb2-457b-9217-c428644518cd.png","Whatsapp","Tahsin Uğur Villamarine Emlak Ve Gayrimenkul","Tahsin
        Uğur"
"https://www.hepsiemlak.com/aydin-cine-sevketiye-kiralik/daire/64143-2489","44","18.000","02-04-2025","Kiralık Daire","3 +
                          1","140 m²","25
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Aydın Çine Şevketiye Mahallesinde Kiralık İçi Sıfır Yapılı 3+1 Daire","Aydın / Çine / Şevketiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/alp-gayrimenkul-64143/fevzi-kose-1157912","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/5/6/6/3/4/4/1742566485-4608479-44366595.jpeg","https://www.hepsiemlak.com/emlak-ofisi/alp-gayrimenkul-64143","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/2/1/9/7/5/1/1/4eca8949-0d50-40ac-ae6f-f3f7ea4fb183.png","Whatsapp","Alp Gayrimenkul","Fevzi
        Köse"
