"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-location","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name","list-view-header"
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/villa/126095-75","38","500.000","27-03-2025","Kiralık Villa","6 +
                          2","450 m²","3
                        Yaşında","Bahçe Katı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/9/2/7/8/2/4/41261c5f-4454-490a-bd10-34e3de91d73f.jpeg","","Muğla / Bodrum / Gündoğan Mah.","https://www.hepsiemlak.com/emlak-ofisi/leon-bodrum-emlak-126095","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/9/0/6/2/1/a81a122f-6428-475e-bd26-848749695819.jpg","Leon Bodrum Emlak","Gündoğan Koyu Kiralık Çok Özel Lux Villa"
"https://www.hepsiemlak.com/mugla-bodrum-kumbahce-kiralik/daire/0-42666514","21","125.000","18-03-2025","Kiralık Daire","2 +
                          1","105 m²","10
                        Yaşında","Bahçe Katı","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/5/6/6/6/2/4/QugziFwJHj2eY8RWAr1fk.jpeg","","Muğla / Bodrum / Kumbahçe Mah.","","","","","Kumbahce ‘de Plajı Ve Havuzu Olan Sitede Eşyalı Bahçe Katı 2+1"
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/villa/6141-1376","46","350.000","02-04-2025","Kiralık Villa","3 +
                          1","160 m²","12
                        Yaşında","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/9/3/4/4/2/4/cdbd0ff3-f614-4359-99a4-19faef2d5fc5.jpg","","Muğla / Bodrum / Yalıkavak Mah.","","","","","Bodrum, Yalıkavak'ta Sezonluk-Eşyalı  Kiralık Müstakil Dubleks"
"https://www.hepsiemlak.com/mugla-bodrum-eskicesme-kiralik/villa/84006-15","54","185.000","23-03-2025","Kiralık Villa","4 +
                          1","500 m²","10
                        Yaşında","","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/2/4/4/0/1/5/3/1699205897-194281-35104425.jpeg","","Muğla / Bodrum / Eskiçeşme Mah.","","","","","Marinaya Yakın 4+1 Özel Havuz Ve Bahçeli Müstakil Villa"
"https://www.hepsiemlak.com/mugla-datca-iskele-kiralik/daire/5956-6150","34","35.000","03-04-2025","Kiralık Daire","2 +
                          1","70 m²","5
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/1/8/3/3/6/2/4/6e5c9089-0247-44e1-9c49-649d884628f2.jpg","EİDS onaylı","Muğla / Datça / İskele Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Emin'den,Datça,Full Eşyalı,Kombili"
"https://www.hepsiemlak.com/mugla-bodrum-geris-kiralik/daire/138060-288","32","220.000","02-04-2025","Kiralık Daire","2 +
                          1","149 m²","3
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/7/3/2/1/4/4/4/3af2105f-dd0b-47dd-a158-f8d58143cc98.jpg","EİDS onaylı","Muğla / Bodrum / Geriş Mah.","https://www.hepsiemlak.com/emlak-ofisi/bodrumda-firsat-gayrimenkul-danismanligi-138060","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/6/0/8/3/1/02ed33ca-4255-468e-aef6-9b6e3c13cabe.jpg","Bodrum’da Fırsat Gayrimenkul Danışmanlığı","Yalıkavak Geriş De Denize  Sıfır Plajlı Sitede Muazzam  Deniz Manzaralı Daire"
"https://www.hepsiemlak.com/mugla-bodrum-turkbuku-kiralik/villa/146060-51","20","55.000","05-04-2025","Kiralık Villa","4 +
                          1","210 m²","20
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/6/2/7/6/3/4/f875e5bd-65ce-4674-8d36-e0079d689bda.jpg","EİDS onaylı","Muğla / Bodrum / Türkbükü Mah.","https://www.hepsiemlak.com/emlak-ofisi/basak-emlak-bodrum-146060","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/6/0/6/4/1/339d2d8c-4794-480d-9a1f-dccf535d095e.jpg","Başak Emlak Bodrum","Bodrum Türkbükü Kiralık Villa"
"https://www.hepsiemlak.com/mugla-dalaman-sogutluyurt-kiralik/daire/133160-369","14","16.000","02-04-2025","Kiralık Daire","1 +
                          1","65 m²","2
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Muğla / Dalaman / Söğütlüyurt Mah.","https://www.hepsiemlak.com/emlak-ofisi/gho-likya-gayrimenkul-133160","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/6/1/3/3/1/41eef5d6-d354-4824-8060-7438cc2446e7.jpg","","Gho Likya Gayrimenkul","Gho'dan 1+1 Havuzlu,Ara Kat,Güney Batı Cepheli Kiralık Daire."
"https://www.hepsiemlak.com/mugla-datca-resadiye-kiralik/loft-daire/155658-1","14","22.000","25-03-2025","Kiralık Loft Daire","2 +
                          1","80 m²","3
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","EİDS onaylı","Muğla / Datça / Reşadiye Mah.","https://www.hepsiemlak.com/emlak-ofisi/yenikoy-bogazici-insaat-emlak-155658/eymen-akcay-4382110","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Yeniköy Boğaziçi İnşaat Emlak","Reşadiye Carrefoursa Üstü Kiralık Loft Daire 2+1 (70 M2)"
"https://www.hepsiemlak.com/mugla-fethiye-patlangic-kiralik/daire/135803-25","14","20.000","12-03-2025","Kiralık Daire","2 +
                          1","140 m²","9
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/3/8/4/5/6/3/e9b9c79b-5b17-4aca-9833-2e97e6cea17b.jpg","EİDS onaylı","Muğla / Fethiye / Patlangıç Mah.","https://www.hepsiemlak.com/emlak-ofisi/han-emlak-fethiye-135803/mukaddes-elden-ozelma-3654837","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Han Emlak Fethiye","Fethiye Patlangıç Fırsat Kiralık Daire"
"https://www.hepsiemlak.com/mugla-mentese-orhaniye-kiralik/daire/139386-523","14","21.000","04-04-2025","Kiralık Daire","2 +
                          1","95 m²","40
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/9/0/9/8/2/4/4/6fadf853-7017-4696-bc01-287ecf1f01af.jpg","EİDS onaylı","Muğla / Menteşe / Orhaniye Mah.","https://www.hepsiemlak.com/emlak-ofisi/yildiz-emlak-139386/dilek-gokbel-3885501","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/0/5/5/8/8/3/c4799123-69ae-400a-8e87-8b92193db1d2.jpg","Yıldız Emlak","Muğla Orhaniye 2+1 Kiralık Daire(petek Otel Arkası)"
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/daire/56203-4738","30","185.000","24-03-2025","Kiralık Daire","2 +
                          1","100 m²","2
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/3/9/7/3/4/4/e79ee078-1490-486a-8831-2f49ac6f420b.jpg","EİDS onaylı","Muğla / Bodrum / Yalıkavak Mah.","https://www.hepsiemlak.com/emlak-ofisi/yalihan-emlak-56203/ayhan-kucuk-1045775","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/5/7/7/5/4/0/1/4d8c75eb-b0b7-4e24-a702-438e26fd489a.jpg","Yalıhan Emlak","Bodrum Yalıkavak Dirmil De 2+1 Denize Sıfır Kiralık Daire"
"https://www.hepsiemlak.com/mugla-bodrum-turkbuku-kiralik/villa/6897-3771","30","1.250.000","26-03-2025","Kiralık Villa","3 +
                          2","200 m²","20
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/8/0/2/1/4/4/661011d9-00eb-457e-a17e-dc4c4e619056.jpg","EİDS onaylı","Muğla / Bodrum / Türkbükü Mah.","https://www.hepsiemlak.com/emlak-ofisi/exper-exper-6897/dilvin-aygen-6897","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/7/9/8/6/0/0/d5b491c3-fa14-46de-a9a0-0c6d86c9ca52.jpg","Exper & Exper","Bodrum Türkbükü Denize Sıfır Özel İskelesi Olan Kiralık Orjinal Taş Ev"
"https://www.hepsiemlak.com/mugla-mentese-emirbeyazit-kiralik/daire/92216-1431","60","21.000","05-04-2025","Kiralık Daire","2 +
                          1","100 m²","31
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/3/1/8/1/3/4/42d0d0c9-dc5a-43c9-8564-a2ce3fd11c24.jpg","EİDS onaylı","Muğla / Menteşe / Emirbeyazıt Mah.","https://www.hepsiemlak.com/emlak-ofisi/yatagan-emlak-92216","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/2/2/9/0/ef3bc344-e800-4aae-baed-3877633e73ac.jpg","Yatağan Emlak","Muğla Merkez Emirbeyazıt Ta Kiralık 2+1 Doğalgazlı Daire"
"https://www.hepsiemlak.com/mugla-fethiye-karaculha-kiralik/daire/142649-216","12","15.000","26-03-2025","Kiralık Daire","3 +
                          1","90 m²","16
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/4/1/9/3/4/4/1743007255-468783-44391443.jpeg","EİDS onaylı","Muğla / Fethiye / Karaçulha Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Fethiye Karaçulha Mahallesi Çalıca Sanayi Yakınında Kiralık Daire"
"https://www.hepsiemlak.com/mugla-koycegiz-yeni-kiralik/daire/134699-2209","12","15.000","24-03-2025","Kiralık Daire","1 +
                          1","58 m²","2
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/7/9/7/3/4/4/1742815315-134176-44379722.jpeg","EİDS onaylı","Muğla / Köyceğiz / Yeni Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Köyceğiz Yenimahallede Merkeze Yakın Konumda Bahçe Kullanımlı 1+1 Kiralık Daire"
"https://www.hepsiemlak.com/mugla-milas-kiyikislacik-kiralik/mustakil-ev/28765-15053","35","50.000","27-03-2025","Kiralık Müstakil Ev","1 +
                          1","60 m²","10
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/1/4/9/3/4/4/00851997-6583-4d1b-8ba7-c1ec35508f48.jpg","EİDS onaylı","Muğla / Milas / Kıyıkışlacık Mah.","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-artemis-28765","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/6/7/8/2/0/58296d53-d3b6-485e-b2a1-6c0fc7f041b5.jpg","Coldwell Banker Artemis","Zeytinlikuyu Papaz Koyuna 100 Metre Kiralık Otantik 1+1 Taş Ev"
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/daire/140202-816","25","150.000","24-03-2025","Kiralık Daire","2 +
                          1","110 m²","15
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/1/1/8/3/4/4/1742826067-420886-44381141.jpeg","EİDS onaylı","Muğla / Bodrum / Gündoğan Mah.","https://www.hepsiemlak.com/emlak-ofisi/century21-begonvill-gayrimenkul-140202","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/0/2/0/4/1/8d551aa9-c36f-461b-82f1-9ea4c17571a5.jpg","Century21 Begonvill Gayrimenkul","Bodrum, Gündoğan Plajlarına Servisli Sitede Residence"
"https://www.hepsiemlak.com/mugla-fethiye-tuzla-kiralik/daire/139822-174","19","20.000","26-03-2025","Kiralık Daire","2 +
                          1","100 m²","20
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/7/6/0/8/3/4/4/1742821940575-44380672.jpg","EİDS onaylı","Muğla / Fethiye / Tuzla Mah.","https://www.hepsiemlak.com/emlak-ofisi/fethiye-emlak-139822","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/2/2/8/9/3/1/347e3a10-2e66-4f8d-bf25-91912accc170.jpg","Fethiye Emlak","Fethiye Tuzla'da Satılık 2+1 100m2 Merkezi Konum Daire"
"https://www.hepsiemlak.com/mugla-fethiye-patlangic-kiralik/daire/153616-21","28","30.000","21-03-2025","Kiralık Daire","3 +
                          1","110 m²","Sıfır Bina","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/9/9/5/3/4/4/e61e1953-f4f8-477e-9149-3f21e0e388ca.jpg","EİDS onaylı","Muğla / Fethiye / Patlangıç Mah.","https://www.hepsiemlak.com/emlak-ofisi/mez-group-insaat-gayrimenkul-153616","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/1/6/3/5/1/9ec62eda-fd76-4321-8169-7833114dc463.jpg","Mez Group İnşaat Gayrimenkul","Mez Group Tan Merkezi Lokasyonda 3+1 Asansörlü Kiralık Daire"
"https://www.hepsiemlak.com/mugla-fethiye-tasyaka-kiralik/daire/130116-259","29","35.000","29-03-2025","Kiralık Daire","4 +
                          1","220 m²","13
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/5/6/4/3/4/4/769c24f3-8d70-4579-868d-030d253938b3.jpg","EİDS onaylı","Muğla / Fethiye / Taşyaka Mah.","https://www.hepsiemlak.com/emlak-ofisi/ladin-property-130116/mustafa-isik-3311829","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","https://hecdn01.hemlak.com/img/eids-logo-mini.png","Ladin Property","Taşyaka'da Havuzlu Sitede Uzun Dönem Kiralık 4+1 Eşyasız Dubleks"
"https://www.hepsiemlak.com/mugla-mentese-yenikoy-kiralik/villa/94718-2757","42","58.000","14-03-2025","Kiralık Villa","3 +
                          2","155 m²","2
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/4/1/3/3/4/4/965544fe-c6af-411c-bd51-3ce4d7d06c4b.jpg","EİDS onaylı","Muğla / Menteşe / Yeniköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/kdm-gayrimenkul-mugla-94718","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/1/7/4/9/0/3ce98b38-235d-40c2-9268-4a6731df2f0c.jpg","Kdm Gayrimenkul Muğla","Muğla Yeniköy Cedit’te Kiralık 3+1 Villa"
"https://www.hepsiemlak.com/mugla-marmaris-tepe-kiralik/daire/104232-1733","35","40.000","13-03-2025","Kiralık Daire","2 +
                          1","120 m²","16
                        Yaşında","2. Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/4/4/2/3/4/4/28301810-7bd5-48a0-9821-1edd0fbe2ecb.jpg","","Muğla / Marmaris / Tepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/vefa-gayrimenkul-104232/ahu-gultekin-2197501","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/0/5/7/9/1/2/e06f615b-9871-4fa2-9aeb-c78b466b6beb.jpg","Vefa Gayrimenkul","Marmaris Marina Civarı, Park Manzaralı, Geniş, 2+1 Eşyalı Daire"
"https://www.hepsiemlak.com/mugla-dalaman-ege-kiralik/daire/139419-13","18","13.500","25-03-2025","Kiralık Daire","1 +
                          1","55 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/5/2/6/6/3/4/1730895472108-43662501.jpg","EİDS onaylı","Muğla / Dalaman / Ege Mah.","https://www.hepsiemlak.com/emlak-ofisi/ozturk-emlak-139419","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/9/1/4/9/3/1/71cf9be8-6da5-4f6a-96a0-22c56f16e112.jpg","Öztürk Emlak","Dalaman'da Merkezi Konumda, Bahçe Nizam, Geniş Balkonlu Kiralik 1+1 Sıfır Daire"
"https://www.hepsiemlak.com/mugla-ortaca-kemaliye-kiralik/villa/137618-139","36","50.000","15-03-2025","Kiralık Villa","3 +
                          1","152 m²","2
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/4/7/2/6/3/4/1730320823526-43627443.jpg","EİDS onaylı","Muğla / Ortaca / Kemaliye Mah.","https://www.hepsiemlak.com/emlak-ofisi/dalyan-ege-emlak-137618","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/1/6/7/3/1/08449cab-7530-42dc-b8ac-8249004634b0.jpg","Dalyan Ege Emlak","Dalyan'a Yakın  Kiralık Müstakil Villa"
"https://www.hepsiemlak.com/mugla-fethiye-tuzla-kiralik/daire/0-44396519","11","30.000","01-04-2025","Kiralık Daire","3 +
                          1","140 m²","16
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/5/6/9/3/4/4/1743104466403-44396519.jpg","EİDS onaylı","Muğla / Fethiye / Tuzla Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Kiralık Daire"
"https://www.hepsiemlak.com/mugla-milas-cumhuriyet-kiralik/daire/17046-627","22","35.000","25-03-2025","Kiralık Daire","3 +
                          1","140 m²","10
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/7/9/4/8/3/4/4/9343c2f8-dddb-4a25-b68e-5411437ff738.jpg","EİDS onaylı","Muğla / Milas / Cumhuriyet Mah.","https://www.hepsiemlak.com/emlak-ofisi/uzay-emlak-17046","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/4/0/7/1/0/0a9da04a-bbff-405a-a08b-65fff2b5e792.jpg","Uzay Emlak","Milas Çevreyolu Üzerinde Kiralık Daire"
"https://www.hepsiemlak.com/mugla-fethiye-oludeniz-kiralik/daire/0-44357215","11","20.000","29-03-2025","Kiralık Daire","2 +
                          1","95 m²","10
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/1/2/7/5/3/4/4/avzZHQayjU2SVtSql7cH0.jpg","EİDS onaylı","Muğla / Fethiye / Ölüdeniz Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Ölüdeniz De Eşyalı Kiralık 2 Artı 1 Daire"
"https://www.hepsiemlak.com/mugla-fethiye-karaculha-kiralik/daire/153557-5","11","13.000","24-03-2025","Kiralık Daire","2 +
                          1","124 m²","Sıfır Bina","1. Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/5/5/0/9/3/4/ec8522f9-1502-4b13-ab3f-17702d9598bc.jpeg","","Muğla / Fethiye / Karaçulha Mah.","https://www.hepsiemlak.com/emlak-ofisi/cayli-luwi-emlak-153557/hasan-cayli-4328621","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/2/6/8/2/3/4/bccd845a-4c93-4599-832e-2fb02d55d241.jpg","","Çaylı Luwi Emlak","Karaçulha Merkezde Kiralık 2+1 Havuzlu Daire"
"https://www.hepsiemlak.com/mugla-bodrum-akyarlar-kiralik/villa/43161-11405","25","100.000","08-03-2025","Kiralık Villa","3 +
                          1","200 m²","20
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/9/9/9/2/4/4/1da52db4-8dc0-4d4e-8155-2251f6eadf2c.jpg","EİDS onaylı","Muğla / Bodrum / Akyarlar Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-pasha-3-43161","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/1/6/1/3/4/0/674ace59-b711-4044-9a8d-5fff96118582.jpg","Remax Pasha 3","Bodrum Akyarlar Plajlı Sıte Içınde 3+1 Denız Manzaralı Vılla"
"https://www.hepsiemlak.com/mugla-bodrum-karaova-kiralik/daire/121164-57","14","15.000","12-03-2025","Kiralık Daire","2 +
                          1","80 m²","20
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/7/7/1/3/4/4/1741770504239-44317702.jpg","EİDS onaylı","Muğla / Bodrum / Karaova Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","Pazar Yerınde Kıralık Bahce Katı"
"https://www.hepsiemlak.com/mugla-bodrum-yokusbasi-kiralik/daire/103485-529","24","45.000","26-03-2025","Kiralık Daire","3 +
                          1","150 m²","16
                        Yaşında","En Üst Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","Muğla / Bodrum / Yokuşbaşı Mah.","https://www.hepsiemlak.com/emlak-ofisi/bodrum-artemis-gayrimenkul-103485","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/8/4/3/0/1/a85b1dcf-33fe-47af-b070-cf667f3c468c.jpg","","Bodrum Artemis Gayrimenkul","Merkez Yokuşbaşı Mahallesinde Eşyasız Deniz Manzaralı 3+1 Dublex"
"https://www.hepsiemlak.com/mugla-mentese-orhaniye-kiralik/daire/139386-475","14","25.000","04-04-2025","Kiralık Daire","2 +
                          1","65 m²","7
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/1/0/5/5/8/8/3/c4799123-69ae-400a-8e87-8b92193db1d2.jpg","EİDS onaylı","Muğla / Menteşe / Orhaniye Mah.","https://www.hepsiemlak.com/emlak-ofisi/yildiz-emlak-139386/dilek-gokbel-3885501","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/6/8/3/9/3/1/155f3c54-6f72-4d78-b46c-9f4f9abbd367.jpg","Yıldız Emlak","Muğla Orhaniye Mh Kiralık 2+1 Daire"
"https://www.hepsiemlak.com/mugla-bodrum-golkoy-kiralik/daire/146060-81","13","50.000","05-04-2025","Kiralık Daire","2 +
                          1","65 m²","15
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/0/6/0/6/4/1/339d2d8c-4794-480d-9a1f-dccf535d095e.jpg","EİDS onaylı","Muğla / Bodrum / Gölköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/basak-emlak-bodrum-146060","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","Başak Emlak Bodrum","Bodrum Gölköy De Personel Lojmanı"
"https://www.hepsiemlak.com/mugla-koycegiz-yeni-kiralik/villa/63057-726","29","42.000","15-03-2025","Kiralık Villa","3 +
                          1","150 m²","Sıfır Bina","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/8/7/3/3/4/4/bdf26a15-61fd-425a-9d65-48e3b60b93bc.jpg","EİDS onaylı","Muğla / Köyceğiz / Yeni Mah.","https://www.hepsiemlak.com/emlak-ofisi/hakan-s-emlak-63057/hakan-ertugrul-1140819","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/9/1/8/0/4/1/1/42601664-81a6-4101-a02b-1e5b2ff06506.jpg","Hakan' S Emlak","Hakan's Emlak'tan Köyceğiz'de Kiralık Sıfır Villa"
"https://www.hepsiemlak.com/mugla-bodrum-turkbuku-kiralik/villa/6897-3782","29","360.000","21-03-2025","Kiralık Villa","4 +
                          1","180 m²","20
                        Yaşında","","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/1/9/3/2/4/4/8d1fc859-8b59-4ad9-a81a-9df4e331ca56.jpg","EİDS onaylı","Muğla / Bodrum / Türkbükü Mah.","https://www.hepsiemlak.com/emlak-ofisi/exper-exper-6897","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/9/8/6/0/0/79739807-4f86-4d0e-ad0e-bb8882c3e365.jpg","Exper & Exper","Bodrum Türkbükü Plajlı Modalılar Sitesinde Kiralık 4+1 Villa"
"https://www.hepsiemlak.com/mugla-ortaca-karaburun-kiralik/daire/37227-2873","30","21.000","05-04-2025","Kiralık Daire","1 +
                          1","65 m²","8
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/8/7/0/8/3/4/4/1742823007-1873689-44380786.jpeg","EİDS onaylı","Muğla / Ortaca / Karaburun Mah.","https://www.hepsiemlak.com/emlak-ofisi/colakoglu-37227","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/2/2/7/3/0/898c860f-2952-4fe8-bce7-ede3e2c98045.jpg","Çolakoğlu","Ortaca Karaburun Mah..De  Eşyalı 1+1 Daire Kiralıktır"
